iter	Logloss
490	0.3525034904
491	0.3522514582
492	0.3518372536
493	0.3514878035
494	0.3511755705
495	0.3506850243
496	0.3503410816
497	0.3501938343
498	0.3499072313
499	0.3495891333
500	0.3492475033
501	0.3489642382
502	0.3487491608
503	0.3485284328
504	0.3480473518
505	0.3475986958
506	0.3473298073
507	0.3470155716
508	0.3467600822
509	0.346278286
510	0.3460488081
511	0.3457411289
512	0.3454469919
513	0.3452792168
514	0.3449808359
515	0.3445999146
516	0.3444278479
517	0.3442730188
518	0.3440107346
519	0.3437664986
520	0.3434089661
521	0.3431656361
522	0.3429103851
523	0.3425663471
524	0.3423872232
525	0.3420977116
526	0.341736722
527	0.3413158894
528	0.3411520958
529	0.3408434629
530	0.3405909061
531	0.3403767109
532	0.33999753
533	0.3396031857
534	0.3392647266
535	0.3390324354
536	0.3388306618
537	0.3386111736
538	0.3382771015
539	0.337896204
540	0.3376111031
541	0.337072134
542	0.3369033575
543	0.3366911173
544	0.3364516973
545	0.3361341953
546	0.3357867479
547	0.3356439114
548	0.3352629662
549	0.3349904537
550	0.3346719265
551	0.334584713
552	0.334258914
553	0.333943367
554	0.3336966038
555	0.3334774494
556	0.3329845428
557	0.3327190876
558	0.3324621439
559	0.3321413517
560	0.3318965435
561	0.3317120552
562	0.3313979149
563	0.3311021805
564	0.3308599949
565	0.3305603027
566	0.3302870989
567	0.3299684763
568	0.3296698809
569	0.3294545174
570	0.3292695045
571	0.3290979147
572	0.3289125204
573	0.3285502911
574	0.3281808853
575	0.3279062033
576	0.327536726
577	0.3272498608
578	0.3270599842
579	0.3268717289
580	0.3265343666
581	0.3261653423
582	0.3257969856
583	0.3256001234
584	0.3253190041
585	0.3250597
586	0.3248160601
587	0.3246011734
588	0.3243793726
589	0.3241136551
590	0.3238204241
591	0.3234752417
592	0.3232396603
593	0.322927165
594	0.3226355791
595	0.322513032
596	0.3223579407
597	0.3221199036
598	0.3219682217
599	0.3217236757
600	0.3214991331
601	0.321123457
602	0.3208582401
603	0.3206572294
604	0.3204601765
605	0.3203114986
606	0.3202081442
607	0.3199208975
608	0.3196288586
609	0.3194675446
610	0.3192341566
611	0.3188844442
612	0.3185986996
613	0.318428278
614	0.3181459904
615	0.3178944588
616	0.3175774574
617	0.3172440052
618	0.3169878006
619	0.3168004274
620	0.3165955067
621	0.3162400246
622	0.3159954071
623	0.3157826185
624	0.3153931618
625	0.3152299404
626	0.3149081945
627	0.3146925211
628	0.3144020796
629	0.3142863274
630	0.3140628099
631	0.3136692524
632	0.3134992599
633	0.3131146431
634	0.3127854824
635	0.3124885559
636	0.3122769833
637	0.3120741606
638	0.3117517948
639	0.3113330126
640	0.3110668659
641	0.3107261181
642	0.3105343342
643	0.3101565361
644	0.3097543478
645	0.3095205545
646	0.3093239307
647	0.3091497421
648	0.3089252472
649	0.308646059
650	0.3083719492
651	0.3082243681
652	0.3080178261
653	0.307713747
654	0.307332778
655	0.307040143
656	0.306815052
657	0.3064827442
658	0.3060713768
659	0.3057533264
660	0.3054087639
661	0.3052329302
662	0.3048665047
663	0.304588604
664	0.3042979717
665	0.3040448666
666	0.3036523342
667	0.3032162666
668	0.3029967785
669	0.3027640343
670	0.302468586
671	0.3020962238
672	0.3017910719
673	0.3015041351
674	0.3012865067
675	0.3009578228
676	0.3007659197
677	0.3005229473
678	0.3002430916
679	0.3000203848
680	0.2996108294
681	0.2993861198
682	0.2991679668
683	0.2988041878
684	0.2986287355
685	0.2984824657
686	0.2983228922
687	0.2979857683
688	0.2978325367
689	0.2976403475
690	0.2974806547
691	0.2972674847
692	0.2969880104
693	0.2968211651
694	0.296573019
695	0.2963690519
696	0.2960524082
697	0.2957640409
698	0.2955377579
699	0.2952605247
700	0.2950902462
701	0.2947280407
702	0.2942834377
703	0.2939219236
704	0.2936470032
705	0.2934437513
706	0.2932183504
707	0.2929596424
708	0.2926936388
709	0.2925678968
710	0.2923663378
711	0.2921738863
712	0.29203372
713	0.2918582439
714	0.2916885853
715	0.2913459301
716	0.2911472321
717	0.2909081936
718	0.2906280994
719	0.290336132
720	0.2901121378
721	0.2899238825
722	0.2896062374
723	0.2894647837
724	0.2892572403
725	0.2889961958
726	0.2886393547
727	0.2884829521
728	0.2883194923
729	0.2879756451
730	0.2876520395
731	0.287451005
732	0.2871893883
733	0.2869811296
734	0.2868571997
735	0.2866672754
736	0.2864417791
737	0.2862935781
738	0.2860986471
739	0.2857621193
740	0.2853705406
741	0.2850975513
742	0.2847900391
743	0.2846419334
744	0.2843701839
745	0.2842256069
746	0.2840238571
747	0.2837602377
748	0.2834839106
749	0.2832899809
750	0.2831668139
751	0.2829955101
752	0.282717061
753	0.2824573755
754	0.2822402
755	0.2819468737
756	0.2816631794
757	0.2814487934
758	0.2811387777
759	0.2808053017
760	0.2805444717
761	0.2803832054
762	0.2802048206
763	0.2799860239
764	0.279735136
765	0.2795248032
766	0.279325819
767	0.2791549206
768	0.2789954901
769	0.2788356781
770	0.278719759
771	0.2785130739
772	0.2783578157
773	0.2781367779
774	0.2778763294
775	0.2777017593
776	0.2774951458
777	0.2773196459
778	0.2771911383
779	0.2769147873
780	0.2768478632
781	0.2766351223
782	0.2765551329
783	0.2763077259
784	0.2761864424
785	0.2760364771
786	0.27592237
787	0.2754913807
788	0.2753504276
789	0.275165534
790	0.2749331951
791	0.2746819019
792	0.2744115114
793	0.2742063522
794	0.27398808
795	0.2737235069
796	0.2735318184
797	0.2733884811
798	0.2733260632
799	0.2731336117
800	0.2728827
801	0.2725392818
802	0.2723155022
803	0.272088623
804	0.271753788
805	0.2716176748
806	0.2714637518
807	0.2712606192
808	0.2711063385
809	0.2708373547
810	0.2706389904
811	0.2703655481
812	0.2701565981
813	0.2699844599
814	0.2697944164
815	0.2696246147
816	0.2694797516
817	0.2692609787
818	0.2690582275
819	0.2688554764
820	0.2686006069
821	0.2683089972
822	0.2680605412
823	0.2679367304
824	0.2677239418
825	0.2673164845
826	0.2670653343
827	0.2669225216
828	0.2666417122
829	0.2663874865
830	0.2662284136
831	0.2660014629
832	0.2657370567
833	0.2654829025
834	0.2652604103
835	0.2649108887
836	0.2647492409
837	0.2645067692
838	0.2643464804
839	0.2642433643
840	0.2640542984
841	0.2639532089
842	0.2637443066
843	0.2635316133
844	0.2633954763
845	0.2632166862
846	0.2630150557
847	0.2628748655
848	0.2625631571
849	0.2624027252
850	0.2622979879
851	0.2621044636
852	0.2618652582
853	0.2616922855
854	0.2614944935
855	0.2613487244
856	0.2611286163
857	0.26096735
858	0.2606884956
859	0.2605113983
860	0.2603526592
861	0.2601697445
862	0.2600115299
863	0.2598004818
864	0.2596594334
865	0.2593666315
866	0.2593228579
867	0.2591453075
868	0.2589186192
869	0.2587666512
870	0.2585570812
871	0.2583934784
872	0.2581574202
873	0.2579678774
874	0.2578099251
875	0.2576139212
876	0.2574566364
877	0.2571133137
878	0.2568566322
879	0.2566934586
880	0.2564379215
881	0.25620749
882	0.2560057402
883	0.2558178902
884	0.2554906368
885	0.2553210497
886	0.2550679684
887	0.254869175
888	0.2546640396
889	0.2544563532
890	0.2543485403
891	0.2541257858
892	0.2539256573
893	0.2536692619
894	0.2534686327
895	0.2532557726
896	0.2530138969
897	0.2527811289
898	0.2526704788
899	0.2525163651
900	0.2523092031
901	0.2519995689
902	0.2517453671
903	0.2515865803
904	0.251266098
905	0.2510123491
906	0.2507313251
907	0.2506449223
908	0.2505451679
909	0.2502115011
910	0.2499701262
911	0.2497709751
912	0.2496338844
913	0.2494606018
914	0.2492416382
915	0.2491896868
916	0.2491137028
917	0.249071002
918	0.2489686966
919	0.2486865759
920	0.2485199213
921	0.248260355
922	0.2478990793
923	0.2475625038
924	0.2473571301
925	0.2471849442
926	0.2470462322
927	0.2467934132
928	0.2466655493
929	0.2465082169
930	0.2463530064
931	0.2460180283
932	0.245704937
933	0.2455280542
934	0.2453893661
935	0.245354104
936	0.245165801
937	0.2449573517
938	0.244693017
939	0.2444229603
940	0.2442890644
941	0.2441262007
942	0.2439792156
943	0.243783474
944	0.2433543682
945	0.2431743145
946	0.2429490566
947	0.2427746773
948	0.2426583767
949	0.2424506187
950	0.2422214746
951	0.2419631243
952	0.241765666
953	0.2414127111
954	0.2411958218
955	0.2409112692
956	0.2406714916
957	0.2403616667
958	0.2401591778
959	0.2399541855
960	0.2396975517
961	0.2395889282
962	0.2394251823
963	0.2391449213
964	0.2389325619
965	0.2387760401
966	0.2386082649
967	0.2385320663
968	0.2384279966
969	0.238192606
970	0.2378623962
971	0.2377213001
972	0.2374545813
973	0.2373575687
974	0.2370862961
975	0.2368402958
976	0.2365822315
977	0.2363118172
978	0.2361181259
979	0.2359030962
980	0.2356900692
981	0.2354335308
982	0.2353451014
983	0.2351574183
984	0.2349370956
985	0.2347387314
986	0.2344651699
987	0.2341361523
988	0.2339251518
989	0.2337351084
990	0.2334627628
991	0.2331660748
992	0.2329390049
993	0.2327568054
994	0.232662344
995	0.2324457884
996	0.2323919535
997	0.2321933031
998	0.2318793535
999	0.2316286564
